9.787135345220306926e-01,7.706242071488412781e-01,9.196270986186948493e-01
4.777260588423111465e-02,7.924495565003907283e-01,-1.861536907322669521e-01
3.698804975019740482e-01,1.399949591477812894e-01,-2.471181664325492189e-01
5.941969373261970500e-01,8.754555615072463493e-01,-2.598954894881612687e-01
9.708839914324820519e-01,5.787353577229723545e-01,5.813838143782189549e-01
6.067330774923239689e-01,1.665528521120171468e-01,2.610673095193480342e-02
1.330549517651271330e-01,9.533634033995097568e-01,8.449328421162063396e-01
5.521505560880481944e-01,2.597531608478667597e-01,7.971753183368898155e-01
2.859410767245716967e-01,2.815282040034404187e-01,7.396607304452276765e-02
3.933153044061046266e-01,3.454196312470065311e-01,6.702229523238132369e-01
3.540030571359198408e-01,9.207272181293144619e-01,7.460754773183765620e-02
5.335956259564637039e-01,1.338030006201668121e-01,3.024072798971671472e-01
6.976655102683815279e-01,7.131744119192082731e-01,7.412050802129919180e-01
4.932480286735815289e-01,3.290391272440644221e-01,5.806454920857161417e-01
4.239710278555293144e-01,1.193950627686593269e-01,4.877155489528769428e-01
1.945105371342576439e-01,6.561944577938484402e-01,3.044026469868535423e-01
9.131892177812674927e-01,4.174413351526647942e-01,-2.292078242999270321e-01
4.150895079031544088e-02,5.867974667851514337e-01,2.246569870760117271e-01
7.482706148667844781e-01,4.328923357186815757e-01,7.536581329332135981e-01
3.042793005094793779e-01,1.544907286697632109e-01,1.194492797578449589e-01
1.587172228047148068e-02,2.393215348624954386e-01,7.244402092027937279e-01
3.309300925233852886e-01,5.903034163431755132e-01,-2.045250965901216633e-01
9.681771468225823796e-01,8.426461871119284019e-01,5.424910063234705815e-01
3.110016956393091281e-01,1.959536238515986184e-01,-3.444471686553818301e-03
3.608520897841104302e-01,6.345473384985842458e-01,6.800638720401844806e-01
5.152860368381080303e-01,3.949604902272852991e-01,5.236766182538451497e-01
1.385871180142555226e-01,2.167306871375200283e-01,1.141944756891614954e-01
8.492511241601695682e-01,4.327275584875308612e-01,2.818847810114363805e-02
9.029518183104958684e-01,2.543672465792417570e-01,6.864399676380771309e-01
5.296277418571007090e-01,5.998022769635336093e-01,5.622305303637148421e-01
7.652176212097016039e-01,3.465176602785291493e-01,7.350790254191252870e-01
3.845046036382004928e-01,8.649485089348877276e-01,6.838918911936008316e-01
1.122000232250514262e+00,4.757656634415936142e-02,3.407133733644001627e-01
8.946522650943340427e-01,8.351569342396020224e-01,5.757793913909684536e-01
7.428564979628052845e-01,2.126365466171623309e-01,-2.833541217089295960e-01
6.210049582486834030e-01,7.921129236220898484e-01,-6.653295775906611573e-03
7.850038657880110682e-01,1.398871588496267415e-01,4.407863552081370817e-01
8.159906243887737887e-01,5.257534102526475461e-01,6.824396387020522647e-01
9.165126092505383459e-01,9.084881274859681888e-01,7.268816636390390551e-01
2.807795440266023235e-01,7.182453144845537540e-01,2.470099953499788337e-01
2.718802069832058077e-01,6.490466585104970321e-01,8.668033036575673034e-01
